 6.09, 5.57, 3.88
 4.69, 6.36, 2.56
 5.60, 5.49, 3.74
 5.18, 4.89, 2.72
 5.32, 6.42, 3.87
 5.37, 6.11, 3.96
 5.59, 4.92, 2.91
 5.62, 5.02, 3.46
 4.83, 5.21, 2.79
 5.68, 4.26, 2.85
 5.70, 5.04, 3.35
 5.53, 6.57, 3.51
 4.79, 6.25, 2.94
 5.16, 4.95, 3.28
 5.88, 5.04, 3.75
 5.42, 6.06, 3.79
 5.57, 5.58, 3.00
 5.26, 7.00, 3.45
 5.97, 4.42, 3.97
 5.17, 7.18, 3.62
 5.77, 4.73, 3.10
 6.01, 5.09, 3.64
 5.40, 4.86, 3.13
 4.92, 5.74, 3.96
 5.26, 6.41, 3.73
 5.07, 6.04, 3.58
 5.85, 5.36, 3.67
 5.31, 5.96, 4.01
 5.57, 5.56, 3.64
 3.77, 4.26, 8.82
 4.28, 4.19, 7.72
 5.01, 3.72, 7.91
 3.89, 3.84, 7.83
 5.11, 3.89, 7.19
 5.11, 3.87, 8.72
 5.26, 3.20, 7.04
 4.32, 4.15, 9.22
 4.38, 3.90, 8.02
 3.73, 4.00, 9.57
 4.91, 3.57, 6.66
 5.93, 3.30, 7.10
 4.35, 3.87, 7.77
 5.25, 3.73, 8.33
 4.02, 4.27, 7.85
 3.69, 4.17, 8.76
 3.16, 4.07, 8.84
 5.16, 3.27, 6.59
 5.56, 3.97, 8.98
 5.06, 3.98, 8.29
 4.51, 3.58, 8.01
 4.70, 3.99, 8.07
 3.95, 3.97, 8.10
 4.12, 3.55, 7.45
 4.60, 3.45, 8.17
 3.80, 3.84, 8.53
 4.17, 3.97, 8.33
 5.14, 3.88, 8.53
 4.32, 4.01, 8.29
 4.07, 4.13, 8.37
 4.11, 4.13, 8.01
 0.31, 7.64, 7.58
 0.54, 7.21, 6.58
 0.91, 6.76, 7.83
 1.29, 6.18, 7.75
 0.72, 6.92, 7.45
 1.39, 5.30, 6.68
 1.85, 5.70, 7.54
 0.31, 8.07, 7.02
 1.25, 7.09, 7.41
 0.92, 6.51, 7.23
 1.12, 6.90, 8.38
 0.69, 8.28, 7.57
 1.73, 6.58, 7.89
 0.92, 6.65, 7.69
 1.47, 7.20, 7.47
 1.04, 7.24, 7.33
 0.93, 7.06, 7.59
 0.61, 7.04, 6.99
 1.79, 6.02, 7.80
 1.33, 7.03, 7.17
 0.60, 7.46, 7.49
 0.09, 7.49, 7.03
 0.98, 6.86, 7.79
 0.98, 7.19, 7.79
 0.73, 6.72, 7.39
 1.57, 6.51, 7.70
 1.47, 5.57, 6.71
 1.66, 5.44, 7.73
 0.94, 7.48, 7.86
 1.48, 6.44, 7.40
 0.39, 7.95, 8.18
 1.55, 5.78, 6.62
 1.63, 6.98, 7.40
 0.96, 6.82, 7.05
 1.60, 5.50, 7.68
 2.80, 2.89, 4.53
 3.25, 3.28, 4.99
 3.21, 2.67, 5.08
 3.01, 2.21, 3.63
 3.44, 2.41, 5.27
 2.91, 2.97, 4.95
 3.48, 1.67, 4.43
 3.51, 2.16, 4.59
 3.06, 2.54, 4.89
 3.60, 2.74, 4.83
 3.69, 2.34, 5.04
 3.04, 1.84, 3.45
 3.70, 1.29, 4.28
 3.13, 2.95, 5.08
 3.43, 2.47, 4.03
 4.19, 1.92, 4.44
 2.66, 2.72, 4.33
 2.84, 2.76, 3.89
 3.90, 1.39, 4.01
 3.09, 1.90, 3.87
 3.20, 2.59, 3.62
 3.04, 1.65, 4.19
 3.45, 2.48, 4.76
 3.29, 2.87, 4.30
 3.09, 2.64, 4.42
 2.40, 2.67, 4.12
 3.62, 2.52, 5.15
 2.56, 2.41, 4.41
 3.65, 1.80, 4.03
 3.52, 1.32, 3.82
 3.99, 2.30, 5.41
 3.10, 3.25, 5.75
 3.91, 2.51, 4.53
 3.47, 2.40, 5.01
 3.59, 1.64, 3.54
 2.72, 3.18, 4.95
 3.36, 3.12, 4.26
 7.57, 1.48, 4.26
 9.13, 1.35, 4.59
 8.24, 1.01, 4.69
 8.93, 1.86, 3.23
 8.67, 1.17, 3.25
 9.19, 1.76, 3.79
 9.36, 1.84, 3.75
 8.09, 1.24, 4.72
 8.48, 1.65, 3.58
10.22, 2.16, 1.39
 8.92, 1.60, 3.78
 8.42, 1.23, 2.98
 8.13, 1.25, 4.41
 8.45, 1.65, 4.56
 8.93, 1.35, 3.84
 7.58, 1.40, 4.67
 8.26, 1.93, 3.82
 9.35, 1.52, 4.94
 8.73, 2.17, 3.08
 8.71, 1.81, 3.86
 7.71, 1.46, 3.70
 8.62, 1.41, 4.80
 8.49, 1.56, 5.08
 9.56, 1.20, 3.75
 8.81, 1.99, 3.27
 8.16, 1.41, 4.52
 8.09, 1.82, 3.81
 8.90, 1.19, 4.49
 8.90, 1.11, 5.29
 8.74, 1.88, 3.54
 9.15, 1.67, 3.28
 9.27, 1.63, 2.60
 9.01, 1.41, 3.06
 8.79, 1.36, 3.79
 9.32, 1.40, 4.13
 8.62, 1.63, 3.24
 8.54, 1.02, 4.78
 8.73, 1.16, 4.55
 7.52, 7.77, 7.95
 5.96, 6.70, 6.46
 7.21, 7.71, 7.45
 7.99, 8.30, 8.79
 7.99, 8.02, 7.51
 6.85, 7.42, 7.53
 7.06, 7.44, 7.64
 7.17, 7.98, 7.62
 7.37, 7.98, 7.78
 8.03, 8.51, 8.27
 6.94, 7.52, 8.82
 7.52, 7.61, 8.24
 6.09, 6.96, 6.75
 7.83, 8.00, 7.40
 7.04, 7.39, 7.41
 8.18, 8.07, 7.50
 7.13, 7.80, 7.22
 6.43, 7.01, 7.78
 8.80, 8.59, 8.52
 7.26, 7.41, 7.00
 7.62, 8.21, 8.08
 7.26, 7.94, 8.29
 6.98, 7.81, 7.65
